floor_area_m2,storeys,structural_type,wall_material,region,finish_quality,total_blocks,total_cement_bags,total_sand_m3,total_aggregate_m3,total_cost_ghs
358.82,2,commercial_block,sandcrete_block,Ashanti,standard,6302,1127.64,118.162,54.562,195392.72
444.09,1,storey_building,clay_brick,Ashanti,standard,2911,572.03,60.045,34.938,97315.46
315.19,1,commercial_block,compressed_earth_block,Greater Accra,standard,2736,485.65,50.885,23.135,82524.02
49.72,3,commercial_block,compressed_earth_block,Central,standard,1205,218.83,22.937,11.075,33013.19
369.75,3,storey_building,sandcrete_block,Greater Accra,premium,7251,1393.12,146.175,81.054,321311.71
578.56,2,commercial_block,compressed_earth_block,Central,standard,8870,1658.5,173.929,90.105,249149.0
596.39,1,bungalow,compressed_earth_block,Greater Accra,standard,4281,790.71,82.915,42.401,131768.13
419.72,3,commercial_block,sandcrete_block,Eastern,standard,9677,1799.84,188.746,97.386,280803.51
118.29,4,storey_building,clay_brick,Western,premium,3359,618.75,64.882,33.109,139908.18
273.37,2,warehouse,clay_brick,Central,premium,4363,797.57,83.609,40.924,175972.84
358.6,4,commercial_block,sandcrete_block,Central,standard,13430,2352.97,246.404,102.793,374714.72
207.21,4,warehouse,sandcrete_block,Eastern,standard,6175,1151.31,120.734,62.122,168479.02
219.83,3,commercial_block,sandcrete_block,Central,standard,4884,903.52,94.734,47.686,154336.76
259.34,4,commercial_block,sandcrete_block,Central,standard,7933,1440.31,150.956,71.786,237165.67
239.0,1,warehouse,clay_brick,Western,premium,2120,376.37,39.426,17.29,78213.4
450.2,3,warehouse,compressed_earth_block,Central,standard,11682,2164.67,226.955,113.584,351787.34
282.11,4,bungalow,clay_brick,Greater Accra,standard,7501,1464.98,153.772,89.283,327537.45
309.86,2,commercial_block,compressed_earth_block,Ashanti,standard,6092,1071.85,112.268,48.47,186741.16
371.86,4,bungalow,clay_brick,Central,standard,11801,2127.65,222.964,103.942,386889.49
120.61,3,warehouse,sandcrete_block,Greater Accra,standard,2918,528.69,55.408,26.157,103629.64
507.0,1,bungalow,compressed_earth_block,Greater Accra,premium,3733,689.07,72.247,36.277,155923.83
185.96,2,bungalow,clay_brick,Northern,standard,3366,593.48,62.161,26.712,102125.45
253.91,3,storey_building,compressed_earth_block,Greater Accra,standard,5776,1046.68,109.704,52.441,201388.8
200.64,4,storey_building,sandcrete_block,Greater Accra,premium,6176,1162.02,121.89,65.033,272932.6
523.8,3,commercial_block,compressed_earth_block,Ashanti,standard,13489,2456.72,257.486,122.657,408363.8
106.92,1,warehouse,sandcrete_block,Ashanti,standard,910,164.21,17.209,8.1,29684.68
443.28,4,storey_building,compressed_earth_block,Western,premium,12796,2403.17,252.073,134.084,518733.18
352.65,2,storey_building,compressed_earth_block,Northern,standard,5500,995.71,104.345,48.695,140418.25
336.5,2,storey_building,compressed_earth_block,Greater Accra,standard,6066,1045.14,109.42,43.682,182542.38
358.93,4,storey_building,sandcrete_block,Western,standard,11250,2040.59,213.906,104.25,333256.35
326.61,3,warehouse,sandcrete_block,Western,standard,7567,1380.13,144.664,69.916,225917.26
416.27,2,commercial_block,compressed_earth_block,Ashanti,standard,7032,1252.33,131.199,58.541,202903.19
489.98,4,bungalow,sandcrete_block,Greater Accra,standard,14996,2738.08,287.044,141.523,518820.52
340.0,1,commercial_block,sandcrete_block,Eastern,standard,3186,557.05,58.343,24.986,87330.37
564.33,3,bungalow,sandcrete_block,Western,standard,15786,2810.58,294.455,131.903,445198.68
543.17,3,warehouse,compressed_earth_block,Northern,standard,11511,2179.42,228.626,123.086,327233.52
427.09,2,warehouse,sandcrete_block,Western,standard,8197,1408.76,147.473,57.834,230950.94
531.57,2,commercial_block,sandcrete_block,Ashanti,premium,7878,1399.91,146.659,65.414,308910.3
273.52,2,bungalow,compressed_earth_block,Central,standard,3819,716.47,75.136,38.831,115080.42
263.25,3,warehouse,compressed_earth_block,Central,premium,5606,1041.13,109.164,55.041,192261.89
522.8,4,commercial_block,sandcrete_block,Western,standard,15111,2852.51,299.192,158.148,447434.22
585.51,3,storey_building,compressed_earth_block,Northern,standard,15650,2799.73,293.391,136.52,425899.67
297.85,3,bungalow,sandcrete_block,Ashanti,premium,8080,1431.12,149.915,65.92,305054.49
280.41,3,storey_building,compressed_earth_block,Ashanti,standard,6313,1122.31,117.586,53.044,188141.82
315.83,4,bungalow,clay_brick,Eastern,premium,10143,1802.2,188.815,84.944,397636.25
78.5,3,commercial_block,clay_brick,Central,standard,1671,305.21,31.995,15.686,51942.75
47.41,4,storey_building,compressed_earth_block,Eastern,standard,1698,302.39,31.68,14.197,43473.67
86.49,1,warehouse,compressed_earth_block,Eastern,standard,779,137.45,14.398,6.295,20658.33
457.72,4,bungalow,clay_brick,Greater Accra,standard,14090,2615.48,274.244,138.857,580018.8
183.81,1,bungalow,sandcrete_block,Northern,standard,1645,283.49,29.675,11.593,42154.21
577.51,1,storey_building,sandcrete_block,Central,standard,4536,822.9,86.257,41.827,147192.71
365.52,4,warehouse,clay_brick,Greater Accra,standard,12142,2172.13,227.621,105.798,453621.83
544.81,1,bungalow,sandcrete_block,Northern,premium,4179,762.71,79.953,39.067,140055.65
351.53,2,warehouse,compressed_earth_block,Ashanti,standard,4883,910.49,95.481,49.246,149437.31
323.78,3,commercial_block,clay_brick,Western,premium,8801,1553.1,162.693,71.499,300210.94
222.07,2,commercial_block,sandcrete_block,Central,standard,3830,670.5,70.224,29.857,112768.05
467.01,4,bungalow,sandcrete_block,Western,standard,16346,2892.87,303.021,131.905,517947.21
134.28,4,warehouse,clay_brick,Ashanti,standard,4715,821.37,86.007,35.339,153823.61
157.89,3,commercial_block,clay_brick,Greater Accra,premium,4181,730.74,76.524,31.975,175061.67
186.18,1,warehouse,sandcrete_block,Eastern,standard,1534,276.31,28.952,13.29,41220.53
498.59,3,warehouse,compressed_earth_block,Western,standard,13502,2426.12,254.233,117.847,373703.8
417.01,4,bungalow,compressed_earth_block,Greater Accra,standard,13870,2441.8,255.753,110.023,421416.27
529.68,4,bungalow,sandcrete_block,Central,standard,17417,3216.47,337.221,168.019,493312.98
151.22,1,warehouse,sandcrete_block,Central,standard,1485,255.56,26.755,10.601,39669.54
261.56,3,bungalow,compressed_earth_block,Western,standard,7128,1270.89,133.166,60.993,188477.03
520.7,2,commercial_block,sandcrete_block,Greater Accra,standard,8485,1539.82,161.388,76.951,281757.13
58.46,1,warehouse,clay_brick,Central,standard,463,84.91,8.902,4.414,13965.11
365.76,3,bungalow,compressed_earth_block,Western,premium,10231,1797.98,188.312,80.395,317532.76
595.22,3,storey_building,compressed_earth_block,Central,standard,14846,2699.54,282.941,135.124,391781.71
83.45,2,commercial_block,compressed_earth_block,Central,premium,1364,247.65,25.957,12.468,47609.38
145.75,3,storey_building,compressed_earth_block,Eastern,standard,3222,599.17,62.84,32.897,94393.09
418.21,3,commercial_block,clay_brick,Northern,premium,10451,1897.37,198.889,96.622,379278.33
381.36,2,commercial_block,sandcrete_block,Western,standard,7179,1252.57,131.172,54.896,209549.42
254.28,4,bungalow,compressed_earth_block,Northern,premium,7348,1357.6,142.347,71.919,257395.17
487.79,2,bungalow,compressed_earth_block,Northern,standard,9472,1589.5,166.301,58.699,208119.99
324.52,3,commercial_block,clay_brick,Northern,standard,8446,1488.37,155.914,68.692,222480.23
581.76,3,bungalow,compressed_earth_block,Central,standard,13619,2512.25,263.415,133.059,405592.53
507.7,4,warehouse,compressed_earth_block,Greater Accra,standard,14003,2550.61,267.325,127.229,452204.44
552.01,4,warehouse,clay_brick,Greater Accra,standard,17887,3260.12,341.757,167.5,665117.09
59.13,3,bungalow,sandcrete_block,Greater Accra,standard,1551,276.9,29.011,13.118,54242.16
191.46,2,commercial_block,compressed_earth_block,Central,standard,2972,556.24,58.337,30.48,91656.5
42.43,4,warehouse,sandcrete_block,Western,premium,1315,242.81,25.458,12.79,51143.29
438.91,2,storey_building,clay_brick,Western,standard,7309,1295.28,135.675,58.854,235168.41
424.53,1,storey_building,clay_brick,Western,standard,3595,652.09,68.345,32.558,110141.01
457.37,1,warehouse,compressed_earth_block,Western,premium,3261,603.64,63.296,32.132,111538.7
81.4,1,storey_building,compressed_earth_block,Central,standard,614,114.05,11.959,6.083,17783.48
596.77,3,bungalow,sandcrete_block,Central,standard,15283,2746.0,287.717,130.833,436279.11
177.77,2,commercial_block,clay_brick,Western,standard,3075,543.67,56.951,25.027,96575.35
280.22,3,bungalow,sandcrete_block,Eastern,premium,7571,1347.0,141.11,62.497,261661.44
590.21,4,commercial_block,compressed_earth_block,Central,standard,21356,3808.62,399.05,181.17,536610.77
266.11,3,storey_building,clay_brick,Central,premium,5600,1027.6,107.735,53.61,220811.33
322.06,2,storey_building,clay_brick,Eastern,standard,5908,1051.05,110.121,49.752,169092.75
313.4,3,commercial_block,sandcrete_block,Greater Accra,premium,7850,1431.06,150.006,72.7,356211.47
557.83,1,warehouse,compressed_earth_block,Northern,standard,5123,911.58,95.501,42.594,130254.22
398.43,3,storey_building,sandcrete_block,Western,premium,11605,2004.76,209.887,83.907,424885.87
280.6,4,commercial_block,sandcrete_block,Western,standard,9783,1714.13,179.522,76.122,266831.75
125.74,2,bungalow,sandcrete_block,Greater Accra,standard,2248,385.51,40.357,15.846,67160.81
534.02,1,bungalow,sandcrete_block,Western,standard,3954,730.6,76.605,38.723,115773.3
342.26,3,warehouse,sandcrete_block,Western,standard,9289,1628.49,170.563,73.057,272532.55
432.36,1,storey_building,sandcrete_block,Ashanti,premium,3911,689.45,72.213,31.124,147929.16
371.56,4,warehouse,clay_brick,Western,premium,12097,2152.07,225.478,101.94,512727.11
456.03,2,warehouse,clay_brick,Ashanti,standard,7266,1336.2,140.073,68.663,242951.37
595.96,1,bungalow,compressed_earth_block,Northern,standard,5250,941.98,98.718,46.354,142624.81
432.43,4,commercial_block,clay_brick,Greater Accra,premium,14656,2585.35,270.819,118.606,642791.77
212.14,2,storey_building,sandcrete_block,Greater Accra,standard,3180,589.13,61.783,32.022,104638.35
113.55,3,bungalow,clay_brick,Ashanti,standard,2551,471.33,49.415,24.63,77844.47
427.93,4,warehouse,compressed_earth_block,Western,standard,12416,2303.92,241.627,126.018,364082.11
569.99,4,warehouse,sandcrete_block,Western,premium,19204,3433.55,359.811,167.518,693055.86
115.23,1,commercial_block,sandcrete_block,Greater Accra,standard,829,154.22,16.172,8.318,29282.17
316.65,1,storey_building,clay_brick,Ashanti,premium,2811,507.51,53.183,24.772,125178.94
294.6,1,commercial_block,sandcrete_block,Central,standard,2681,472.08,49.452,21.726,71765.12
352.06,3,warehouse,clay_brick,Northern,standard,7298,1370.76,143.759,74.864,217949.69
94.05,4,warehouse,sandcrete_block,Western,standard,2961,537.37,56.321,26.778,85781.38
366.08,4,storey_building,compressed_earth_block,Central,standard,13205,2328.22,243.871,105.884,382551.77
337.51,2,commercial_block,compressed_earth_block,Greater Accra,standard,6242,1098.46,115.058,49.863,201294.93
85.22,4,bungalow,sandcrete_block,Northern,standard,2559,471.53,49.441,24.974,68469.01
137.98,2,storey_building,compressed_earth_block,Ashanti,standard,2397,417.56,43.72,17.78,64309.8
553.1,1,commercial_block,clay_brick,Eastern,standard,5027,899.29,94.226,42.922,154800.14
250.29,4,storey_building,clay_brick,Ashanti,standard,7561,1408.27,147.663,74.848,241156.7
325.61,1,storey_building,compressed_earth_block,Eastern,standard,2644,478.1,50.112,24.068,70758.83
202.09,4,commercial_block,compressed_earth_block,Eastern,standard,7974,1392.11,145.811,62.823,195990.75
563.32,2,commercial_block,compressed_earth_block,Eastern,standard,9626,1718.68,180.08,82.009,233472.09
457.26,3,commercial_block,sandcrete_block,Western,standard,10871,1962.69,205.694,97.013,297021.8
582.82,3,commercial_block,clay_brick,Central,standard,14440,2588.9,271.285,125.38,414273.83
456.96,4,warehouse,sandcrete_block,Northern,standard,16455,2867.52,300.29,125.396,459549.52
409.28,1,commercial_block,sandcrete_block,Northern,standard,3990,698.31,73.136,31.141,103339.09
229.3,3,storey_building,sandcrete_block,Northern,standard,6153,1105.61,115.853,53.418,160087.85
102.25,3,bungalow,sandcrete_block,Northern,premium,2229,420.53,44.111,23.511,80906.36
490.83,2,storey_building,compressed_earth_block,Central,standard,9429,1635.64,171.266,70.148,248344.13
201.12,1,storey_building,clay_brick,Central,premium,1395,268.73,28.204,16.105,58301.38
474.02,3,storey_building,clay_brick,Eastern,standard,10670,1964.87,206.009,103.271,327586.98
109.54,4,warehouse,compressed_earth_block,Ashanti,standard,3223,592.61,62.134,31.2,96176.44
169.31,3,commercial_block,compressed_earth_block,Ashanti,premium,4807,830.63,86.957,34.375,155466.28
53.94,4,bungalow,compressed_earth_block,Western,standard,1776,317.38,33.252,14.935,46753.16
483.47,4,storey_building,clay_brick,Western,premium,17150,2980.75,312.157,131.036,662900.91
105.2,1,storey_building,sandcrete_block,Central,standard,966,168.17,17.611,7.343,26140.68
463.11,1,storey_building,sandcrete_block,Greater Accra,standard,3959,702.96,73.645,32.848,129741.55
553.93,1,warehouse,clay_brick,Northern,standard,4695,821.36,86.021,36.454,126862.65
274.93,4,storey_building,clay_brick,Eastern,standard,8042,1487.46,155.972,79.393,236236.2
469.4,1,bungalow,clay_brick,Northern,standard,4279,741.58,77.65,31.807,114610.74
477.13,3,warehouse,sandcrete_block,Western,standard,12527,2279.76,238.928,113.021,387285.71
459.0,3,bungalow,clay_brick,Western,standard,10116,1851.71,194.105,94.515,324637.8
117.44,1,warehouse,sandcrete_block,Ashanti,premium,1100,194.83,20.409,8.977,42975.58
535.12,4,storey_building,sandcrete_block,Central,standard,15800,2899.47,303.986,151.503,475232.71
473.43,1,warehouse,sandcrete_block,Greater Accra,premium,4197,736.68,77.158,33.04,177391.23
402.11,4,storey_building,clay_brick,Greater Accra,standard,13427,2415.97,253.172,117.617,458813.32
266.81,1,storey_building,compressed_earth_block,Northern,standard,2437,426.5,44.67,19.131,55894.26
465.29,3,commercial_block,clay_brick,Northern,standard,11510,2079.76,217.962,102.737,312290.72
380.47,1,storey_building,sandcrete_block,Central,standard,2807,526.68,55.245,29.36,82199.95
278.19,3,warehouse,compressed_earth_block,Northern,standard,6797,1223.99,128.271,60.087,178511.9
273.04,1,warehouse,compressed_earth_block,Greater Accra,standard,2594,455.38,47.701,20.898,76712.51
333.63,1,warehouse,sandcrete_block,Western,premium,2681,482.59,50.575,23.723,105121.09
333.02,4,storey_building,clay_brick,Western,standard,11597,2043.74,214.067,92.547,370226.29
349.19,4,commercial_block,compressed_earth_block,Ashanti,standard,9903,1833.14,192.189,95.735,288192.44
521.88,1,bungalow,clay_brick,Western,standard,4793,834.27,87.364,36.4,154868.11
407.6,2,bungalow,sandcrete_block,Eastern,standard,7275,1300.28,136.227,61.102,203405.24
100.78,4,storey_building,compressed_earth_block,Northern,standard,3107,564.17,59.128,27.989,74668.96
527.3,4,warehouse,clay_brick,Central,premium,19985,3504.94,367.086,156.466,787969.74
433.91,3,bungalow,compressed_earth_block,Northern,premium,10755,1966.42,206.147,101.584,346323.39
370.37,1,warehouse,clay_brick,Central,premium,3055,545.13,57.114,25.79,114766.13
279.01,3,storey_building,clay_brick,Northern,standard,7367,1294.84,135.619,58.147,204613.29
201.17,3,bungalow,clay_brick,Northern,premium,4387,796.71,83.507,40.159,162719.4
574.93,4,bungalow,sandcrete_block,Ashanti,standard,18995,3365.9,352.602,155.74,575088.72
270.27,1,warehouse,clay_brick,Northern,standard,2019,371.52,38.949,19.251,61626.4
460.43,2,bungalow,sandcrete_block,Western,standard,6516,1198.39,125.641,62.564,199496.75
375.0,4,commercial_block,sandcrete_block,Eastern,premium,12553,2275.98,238.586,116.695,441143.26
380.4,4,commercial_block,clay_brick,Northern,premium,12519,2246.39,235.388,108.401,466264.03
111.01,4,commercial_block,compressed_earth_block,Eastern,standard,4273,728.02,76.209,29.679,109729.66
515.37,1,commercial_block,sandcrete_block,Greater Accra,standard,4176,755.18,79.151,37.827,140649.51
455.87,2,warehouse,compressed_earth_block,Ashanti,premium,6941,1269.94,133.129,65.397,278454.04
275.43,3,commercial_block,compressed_earth_block,Eastern,premium,7560,1350.22,141.469,64.151,260778.78
552.47,2,commercial_block,clay_brick,Greater Accra,standard,7590,1415.72,148.466,76.716,262587.35
145.85,1,warehouse,compressed_earth_block,Western,premium,1487,252.88,26.474,10.491,46475.65
366.66,3,commercial_block,clay_brick,Greater Accra,standard,8919,1626.39,170.494,83.55,315390.65
346.21,3,warehouse,compressed_earth_block,Ashanti,standard,8970,1587.33,166.281,73.186,247915.43
305.74,2,storey_building,sandcrete_block,Western,premium,4302,817.73,85.789,46.666,182924.3
252.72,2,bungalow,sandcrete_block,Ashanti,standard,4391,763.68,79.974,33.462,131720.03
162.72,4,bungalow,sandcrete_block,Greater Accra,standard,5830,1014.35,106.195,42.355,187166.81
414.61,3,bungalow,sandcrete_block,Western,standard,10522,1905.93,199.748,94.406,288685.32
273.05,1,warehouse,clay_brick,Greater Accra,premium,2294,414.33,43.42,20.305,98845.35
210.07,1,bungalow,sandcrete_block,Western,premium,1717,309.16,32.399,15.13,68029.43
360.86,3,bungalow,compressed_earth_block,Northern,standard,9817,1765.64,185.02,85.669,256719.35
322.1,3,commercial_block,clay_brick,Ashanti,standard,8001,1440.36,150.959,71.635,280036.55
195.8,2,warehouse,clay_brick,Northern,standard,3272,584.38,61.226,27.591,88401.31
416.24,1,commercial_block,sandcrete_block,Ashanti,standard,4197,730.28,76.476,31.96,116475.88
61.72,2,commercial_block,compressed_earth_block,Central,standard,1022,182.17,19.085,8.546,27424.99
210.31,2,bungalow,clay_brick,Ashanti,standard,3084,573.35,60.126,31.003,103247.9
240.03,3,bungalow,clay_brick,Northern,standard,6844,1228.74,128.747,58.799,193235.02
72.19,3,commercial_block,compressed_earth_block,Ashanti,standard,1631,296.48,31.078,15.144,47601.19
586.68,2,warehouse,clay_brick,Central,standard,9205,1723.25,180.732,94.474,295982.01
303.59,2,warehouse,compressed_earth_block,Eastern,premium,4497,831.45,87.178,43.93,147445.78
541.18,3,bungalow,compressed_earth_block,Eastern,standard,12995,2384.7,249.976,121.776,370386.61
257.68,4,storey_building,compressed_earth_block,Greater Accra,standard,8966,1582.36,165.749,72.149,290331.68
226.63,2,warehouse,sandcrete_block,Central,standard,3629,646.19,67.7,30.396,107648.1
457.35,4,commercial_block,sandcrete_block,Northern,standard,14261,2582.45,270.693,130.99,373105.76
134.87,2,warehouse,sandcrete_block,Central,standard,1973,366.47,38.428,19.653,58028.58
364.68,2,warehouse,clay_brick,Central,standard,6650,1171.26,122.678,52.842,217383.62
239.94,2,storey_building,compressed_earth_block,Ashanti,standard,4130,729.02,76.36,33.029,122627.13
372.43,1,warehouse,sandcrete_block,Eastern,premium,3123,569.41,59.693,29.368,99717.03
595.68,4,bungalow,compressed_earth_block,Western,standard,19426,3476.49,364.28,167.398,553437.07
432.02,2,bungalow,compressed_earth_block,Ashanti,standard,6507,1186.91,124.424,61.045,192069.33
242.28,4,storey_building,compressed_earth_block,Greater Accra,premium,7844,1417.16,148.529,70.553,325852.79
191.33,1,commercial_block,sandcrete_block,Eastern,standard,1428,265.65,27.861,14.568,39180.42
332.44,3,storey_building,compressed_earth_block,Western,standard,8942,1579.19,165.408,71.414,270814.55
248.74,4,bungalow,clay_brick,Central,standard,9026,1586.66,166.196,72.151,270839.95
495.56,4,commercial_block,sandcrete_block,Northern,premium,15080,2749.53,288.242,141.988,539939.98
185.36,1,bungalow,compressed_earth_block,Ashanti,standard,1289,239.01,25.06,12.569,35768.73
83.89,3,warehouse,compressed_earth_block,Greater Accra,standard,1820,342.16,35.887,18.846,58196.53
167.31,4,bungalow,clay_brick,Western,premium,6322,1103.74,115.585,48.318,247878.04
576.28,2,bungalow,clay_brick,Western,standard,8134,1546.09,162.189,87.332,271269.5
269.19,4,storey_building,compressed_earth_block,Eastern,standard,8164,1507.53,158.068,79.911,224074.16
441.7,2,warehouse,compressed_earth_block,Ashanti,standard,7195,1307.84,137.083,65.968,228693.16
159.02,4,storey_building,sandcrete_block,Northern,premium,4505,839.14,87.999,45.413,148204.41
318.34,2,warehouse,clay_brick,Central,standard,5913,1014.08,106.161,41.925,149605.14
477.53,3,storey_building,compressed_earth_block,Ashanti,premium,13287,2299.87,240.802,97.609,441993.31
307.16,3,warehouse,clay_brick,Greater Accra,premium,7253,1345.71,141.115,72.279,354325.24
486.83,1,commercial_block,compressed_earth_block,Central,standard,3620,690.16,72.422,40.61,107665.59
409.43,1,commercial_block,sandcrete_block,Greater Accra,standard,3861,666.21,69.747,27.763,130662.5
539.32,1,commercial_block,clay_brick,Greater Accra,standard,4726,836.41,87.615,38.357,161795.17
295.31,3,storey_building,compressed_earth_block,Western,standard,7461,1314.17,137.647,59.272,209020.39
580.66,3,storey_building,sandcrete_block,Eastern,premium,11970,2275.83,238.762,130.123,456408.2
116.81,2,storey_building,sandcrete_block,Western,standard,1721,323.79,33.962,18.013,55518.03
340.35,4,commercial_block,compressed_earth_block,Ashanti,standard,12280,2132.62,223.327,93.018,368896.97
480.52,4,bungalow,compressed_earth_block,Central,standard,15497,2752.1,288.31,127.905,418353.9
244.18,1,commercial_block,sandcrete_block,Ashanti,premium,2184,390.02,40.859,18.176,81500.69
121.06,3,warehouse,compressed_earth_block,Central,premium,3285,588.42,61.655,28.224,113322.12
197.05,3,commercial_block,sandcrete_block,Western,premium,4975,873.66,91.504,39.134,195119.59
136.71,4,warehouse,compressed_earth_block,Eastern,standard,4814,852.56,89.302,38.756,127581.48
202.65,2,bungalow,sandcrete_block,Northern,premium,3670,645.67,67.63,29.24,109812.12
179.56,2,bungalow,sandcrete_block,Greater Accra,standard,3320,599.07,62.782,29.49,120981.37
235.18,2,warehouse,sandcrete_block,Ashanti,premium,3586,655.58,68.72,33.432,138897.47
272.58,4,commercial_block,clay_brick,Ashanti,premium,9984,1744.53,182.701,77.178,423610.27
580.56,3,warehouse,clay_brick,Central,premium,13419,2461.68,258.059,126.671,548873.47
597.02,1,commercial_block,compressed_earth_block,Northern,standard,4679,844.53,88.508,41.711,116439.13
410.2,2,commercial_block,clay_brick,Western,standard,6148,1143.16,119.894,62.754,193153.92
255.08,2,commercial_block,compressed_earth_block,Central,standard,4836,843.82,88.372,37.363,124948.32
47.17,3,storey_building,compressed_earth_block,Western,premium,1119,201.54,21.121,9.914,39026.85
325.33,2,bungalow,clay_brick,Eastern,standard,5885,1036.66,108.588,47.269,165972.65
503.64,3,commercial_block,compressed_earth_block,Ashanti,standard,11288,2076.22,217.676,108.568,368551.15
211.88,2,commercial_block,sandcrete_block,Central,standard,3297,602.88,63.199,30.907,93214.14
301.25,4,commercial_block,compressed_earth_block,Northern,standard,8694,1649.11,173.026,95.362,240082.01
557.09,1,warehouse,compressed_earth_block,Northern,premium,4594,813.82,85.244,36.932,137420.48
284.97,1,warehouse,clay_brick,Ashanti,standard,2731,470.39,49.254,20.139,88935.86
349.11,4,bungalow,clay_brick,Eastern,premium,12788,2280.54,238.941,108.21,450905.52
61.65,4,commercial_block,sandcrete_block,Ashanti,premium,2030,361.71,37.896,17.004,75958.85
439.19,4,bungalow,clay_brick,Eastern,standard,15102,2732.41,286.331,132.854,476403.04
582.38,1,bungalow,clay_brick,Eastern,standard,4697,848.97,88.976,42.134,149551.6
225.83,2,commercial_block,sandcrete_block,Central,standard,3177,601.66,63.117,34.044,96402.85
368.81,4,storey_building,clay_brick,Northern,premium,13432,2341.77,245.232,102.342,452176.1
424.13,1,commercial_block,compressed_earth_block,Northern,standard,3304,588.69,61.681,28.092,85011.05
234.14,3,bungalow,clay_brick,Central,premium,5805,1057.71,110.852,52.43,218792.96
165.04,1,storey_building,compressed_earth_block,Greater Accra,standard,1285,229.75,24.075,11.14,37960.47
175.23,3,storey_building,compressed_earth_block,Central,standard,4026,740.11,77.598,38.94,110990.61
104.67,2,warehouse,sandcrete_block,Eastern,premium,1830,325.01,34.051,15.308,63571.22
122.13,1,warehouse,clay_brick,Western,standard,890,169.14,17.747,9.792,28787.48
348.34,2,commercial_block,sandcrete_block,Greater Accra,standard,5625,1027.13,107.676,52.977,204152.76
234.37,1,warehouse,compressed_earth_block,Northern,standard,1707,315.27,33.057,16.69,40439.54
133.26,3,bungalow,clay_brick,Northern,standard,3335,609.49,63.892,31.254,92754.29
476.55,1,commercial_block,clay_brick,Central,standard,4055,709.21,74.276,31.528,127930.04
370.28,1,commercial_block,compressed_earth_block,Central,standard,2864,527.16,55.273,27.906,78787.86
80.54,1,warehouse,sandcrete_block,Greater Accra,premium,732,127.02,13.3,5.421,31205.73
302.57,4,warehouse,sandcrete_block,Greater Accra,standard,10694,1887.26,197.677,85.408,324753.61
421.12,3,storey_building,sandcrete_block,Western,premium,10879,1963.42,205.758,96.236,422754.9
460.46,4,bungalow,compressed_earth_block,Ashanti,standard,13886,2537.21,265.955,128.963,386493.9
557.97,2,commercial_block,sandcrete_block,Western,premium,8611,1568.08,164.382,80.567,325513.0
388.55,4,warehouse,sandcrete_block,Eastern,standard,12735,2287.32,239.672,110.053,360754.77
272.9,1,warehouse,clay_brick,Western,standard,2429,440.78,46.195,21.828,84435.24
193.73,3,storey_building,compressed_earth_block,Central,standard,4457,810.04,84.902,40.608,123784.91
306.59,3,bungalow,sandcrete_block,Eastern,standard,6747,1245.15,130.542,64.952,194555.25
170.91,2,bungalow,compressed_earth_block,Eastern,premium,2723,483.2,50.617,22.309,93687.27
156.41,1,bungalow,clay_brick,Ashanti,standard,1255,229.61,24.07,11.81,38079.06
225.57,3,bungalow,compressed_earth_block,Greater Accra,premium,4812,902.36,94.652,50.406,208619.28
577.87,4,bungalow,clay_brick,Ashanti,standard,17684,3314.2,347.569,180.329,637487.4
119.78,1,warehouse,compressed_earth_block,Ashanti,standard,1073,187.04,19.586,8.054,32911.94
375.1,3,warehouse,compressed_earth_block,Eastern,standard,10096,1808.29,189.468,86.26,245245.59
397.0,4,commercial_block,compressed_earth_block,Western,standard,12756,2373.22,248.891,129.488,379508.36
221.32,4,warehouse,sandcrete_block,Ashanti,standard,7522,1321.11,138.367,59.126,245642.89
71.08,2,storey_building,clay_brick,Western,standard,1054,189.33,19.842,9.393,33383.35
572.63,4,warehouse,clay_brick,Northern,standard,21217,3764.82,394.442,177.774,530795.13
332.99,3,bungalow,compressed_earth_block,Greater Accra,standard,7687,1395.32,146.235,69.124,260661.2
494.32,1,warehouse,sandcrete_block,Northern,premium,3963,712.71,74.686,34.732,142172.52
397.78,3,storey_building,compressed_earth_block,Ashanti,premium,10911,1954.19,204.757,93.384,413810.52
184.41,3,commercial_block,compressed_earth_block,Greater Accra,standard,4979,869.46,91.05,37.975,171045.28
518.66,2,warehouse,sandcrete_block,Ashanti,standard,9517,1671.55,175.079,75.377,293509.38
240.82,4,storey_building,sandcrete_block,Eastern,standard,7010,1299.21,136.236,69.56,194917.98
597.97,3,storey_building,compressed_earth_block,Eastern,standard,14416,2593.44,271.761,125.62,379834.07
186.31,4,storey_building,clay_brick,Ashanti,standard,6836,1156.27,121.005,44.823,207207.06
218.82,4,storey_building,sandcrete_block,Ashanti,standard,7602,1327.52,139.021,58.177,222837.5
450.12,4,bungalow,compressed_earth_block,Eastern,standard,14590,2637.96,276.496,132.702,388726.86
289.11,3,bungalow,compressed_earth_block,Central,standard,5944,1131.55,118.713,64.741,169299.21
513.99,3,commercial_block,sandcrete_block,Eastern,premium,13433,2405.88,252.087,115.15,455014.99
122.52,4,bungalow,clay_brick,Northern,premium,3449,646.15,67.772,35.79,137323.15
509.96,4,storey_building,sandcrete_block,Greater Accra,standard,19631,3300.15,345.319,124.926,665501.0
52.96,4,commercial_block,clay_brick,Northern,premium,1483,278.83,29.248,15.657,52024.91
357.56,3,warehouse,sandcrete_block,Eastern,premium,9544,1718.63,180.091,83.183,340910.61
